file,line,function,response_type,current_visibility,proposed_visibility,review_tag,title,message,proposed_message
pkg/discord/commands/config/service_commands.go,216,(*AllowedRoleListSubCommand).Handle,Info,ephemeral,ephemeral,read-list-preview,,No roles have admin slash command access yet. I'm keeping this private because it reflects the current server setup.,No roles have admin slash command access yet. I'm keeping this private because it reflects the current server setup I'm keeping this reply private because this result is mainly for the person who ran the command.
pkg/discord/commands/config/service_commands.go,219,(*AllowedRoleListSubCommand).Handle,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/config/service_commands.go,219,(*AllowedRoleListSubCommand).Handle,Info,ephemeral,ephemeral,read-list-preview,,message,
pkg/discord/commands/config/service_commands.go,225,persistGuildConfig,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/config/smoke_test_command.go,45,(*SmokeTestSubCommand).Handle,Info,public,ephemeral,read-list-preview,,"strings.Join(lines, ""\n"")",
pkg/discord/commands/config/webhook_embed_update_handlers.go,141,(*ConfigWebhookEmbedCreateSubCommand).Handle,Info,ephemeral,ephemeral,webhook-admin-flow,,msg,"I saved the webhook embed update, but I'm keeping this reply private because it also includes validation details."
pkg/discord/commands/config/webhook_embed_update_handlers.go,143,(*ConfigWebhookEmbedCreateSubCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf(""Webhook embed updates for `%s` now include message `%s`."", renderScopeLabel(scopeGuildID), strings.TrimSpace(messageID))",Webhook embed updates for {scope} now include message {message_id}.
pkg/discord/commands/config/webhook_embed_update_handlers.go,209,(*ConfigWebhookEmbedReadSubCommand).Handle,Info,ephemeral,ephemeral,webhook-admin-flow,,content,Here is the saved webhook embed update for that message. I'm keeping this private because it includes the stored payload and target webhook details.
pkg/discord/commands/config/webhook_embed_update_handlers.go,362,(*ConfigWebhookEmbedUpdateSubCommand).Handle,Info,ephemeral,ephemeral,webhook-admin-flow,,msg,"I updated the webhook embed entry, but I'm keeping this reply private because it also includes validation details."
pkg/discord/commands/config/webhook_embed_update_handlers.go,364,(*ConfigWebhookEmbedUpdateSubCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf( ""Webhook embed update `%s` now points to `%s` in `%s`."", strings.TrimSpace(targetMessageID), strings.TrimSpace(newMessageID), renderScopeLabel(scopeGuildID), )",Webhook embed update {old_message_id} now points to {new_message_id} in {scope}.
pkg/discord/commands/config/webhook_embed_update_handlers.go,445,(*ConfigWebhookEmbedDeleteSubCommand).Handle,Success,public,public,short-confirmation,,msg,Webhook embed update {message_id} was removed from {scope}.
pkg/discord/commands/config/webhook_embed_update_handlers.go,480,(*ConfigWebhookEmbedListSubCommand).Handle,Info,ephemeral,ephemeral,webhook-admin-flow,,"fmt.Sprintf(""No webhook embed updates are configured in `%s`. I'm keeping this private because it reflects the current patch setup."", renderScopeLabel(scopeGuildID))",
pkg/discord/commands/config/webhook_embed_update_handlers.go,509,(*ConfigWebhookEmbedListSubCommand).Handle,Info,ephemeral,ephemeral,webhook-admin-flow,,b.String(),
pkg/discord/commands/config/webhook_embed_update_visibility.go,37,webhookEmbedResponseBuilder,Ephemeral,ephemeral,ephemeral,keep-current-ephemeral,,,
pkg/discord/commands/core/base.go,111,ValidateGuildContext,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"This command only works inside a server, so I'm keeping this failure private.","This command only works inside a server, so I'm keeping this failure private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/base.go,115,ValidateGuildContext,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"I couldn't find this server's configuration, so I'm keeping this reply private.","I couldn't find this server's configuration, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/base.go,124,ValidateUserContext,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"I couldn't identify who ran this command, so I'm keeping this reply private.","I couldn't identify who ran this command, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/base.go,210,RequiresGuildConfig,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"This command needs a server configuration before it can run, so I'm keeping this reply private.","This command needs a server configuration before it can run, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/guild_resolver.go,33,(*PermissionChecker).ResolveOwnerID,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/core/guild_resolver.go,50,(*PermissionChecker).ResolveOwnerID,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/core/guild_resolver.go,81,(*PermissionChecker).ResolveOwnerID,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/core/middleware.go,74,(*CommandRouter).permissionGateMiddleware,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"This command only works inside a server, so I'm keeping this failure private.","This command only works inside a server, so I'm keeping this failure private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/middleware.go,79,(*CommandRouter).permissionGateMiddleware,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"You don't have access to this command, so I'm keeping this reply private.","You don't have access to this command, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/middleware.go,84,(*CommandRouter).permissionGateMiddleware,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"You don't have access to this command, so I'm keeping this reply private.","You don't have access to this command, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/middleware.go,137,applyInteractionAckPolicy,InteractionRespond,custom,review,custom-response,,"&discordgo.InteractionResponse{ Type: discordgo.InteractionResponseDeferredMessageUpdate, }",
pkg/discord/commands/core/middleware.go,153,respondToSlashError,Ephemeral,ephemeral,ephemeral,error-or-detailed,,,
pkg/discord/commands/core/middleware.go,155,respondToSlashError,Error,public,ephemeral,error-or-detailed,,cmdErr.Message,
pkg/discord/commands/core/middleware.go,159,respondToSlashError,Ephemeral,ephemeral,ephemeral,error-or-detailed,,,
pkg/discord/commands/core/middleware.go,159,respondToSlashError,Error,ephemeral,ephemeral,error-or-detailed,,An error occurred while executing the command. I'm keeping this reply private because this result is mainly for the person who ran the command.,An error occurred while executing the command. I'm keeping this reply private because this result is mainly for the person who ran the command I'm keeping this reply private because this result is mainly for the person who ran the command.
pkg/discord/commands/core/registry.go,367,(*GroupCommand).Handle,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"I need a subcommand before I can continue, so I'm keeping this reply private.","I need a subcommand before I can continue, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/registry.go,372,(*GroupCommand).Handle,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"I couldn't match that subcommand, so I'm keeping this reply private.","I couldn't match that subcommand, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/registry.go,377,(*GroupCommand).Handle,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"This subcommand only works inside a server, so I'm keeping this failure private.","This subcommand only works inside a server, so I'm keeping this failure private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/registry.go,381,(*GroupCommand).Handle,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"You don't have access to this subcommand, so I'm keeping this reply private.","You don't have access to this subcommand, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/registry.go,385,(*GroupCommand).Handle,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"You don't have access to this subcommand, so I'm keeping this reply private.","You don't have access to this subcommand, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/core/router.go,55,(*CommandRouter).handleSlashCommandRoute,NewCommandError,ephemeral,ephemeral,error-or-detailed,,"I couldn't find that command, so I'm keeping this reply private.","I couldn't find that command, so I'm keeping this reply private I'm keeping this reply private because this result is mainly for the person who ran the command."
pkg/discord/commands/metrics/metrics_commands.go,140,handleActivity,Error,ephemeral,ephemeral,error-or-detailed,,operation,I couldn't load the activity metrics from the database right now. I'm keeping this reply private. Try again shortly.
pkg/discord/commands/metrics/metrics_commands.go,153,handleActivity,Error,ephemeral,ephemeral,error-or-detailed,,operation,I couldn't load the activity metrics from the database right now. I'm keeping this reply private. Try again shortly.
pkg/discord/commands/metrics/metrics_commands.go,166,handleActivity,Error,ephemeral,ephemeral,error-or-detailed,,operation,I couldn't load the activity metrics from the database right now. I'm keeping this reply private. Try again shortly.
pkg/discord/commands/metrics/metrics_commands.go,179,handleActivity,Error,ephemeral,ephemeral,error-or-detailed,,operation,I couldn't load the activity metrics from the database right now. I'm keeping this reply private. Try again shortly.
pkg/discord/commands/metrics/metrics_commands.go,307,handleServerStatsHealth,Error,ephemeral,ephemeral,error-or-detailed,,operation,I couldn't load the server health metrics right now. I'm keeping this reply private.
pkg/discord/commands/metrics/metrics_commands.go,428,respondError,InteractionRespond,custom,ephemeral,error-or-detailed,,msg,
pkg/discord/commands/metrics/metrics_commands.go,438,respondEmbed,InteractionRespond,custom,ephemeral,read-list-preview,,"&discordgo.InteractionResponse{ Type: discordgo.InteractionResponseChannelMessageWithSource, Data: &discordgo.InteractionResponseData{ Embeds: []*discordgo.MessageEmbed{embe...",
pkg/discord/commands/moderation/moderation_commands.go,280,(*banCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,317,(*banCommand).Handle,Success,public,public,short-confirmation,,"buildBanCommandMessage(targetUsername, reason, truncated)",{user} was banned. Reason: {reason}.
pkg/discord/commands/moderation/moderation_commands.go,357,(*massBanCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,365,(*massBanCommand).Handle,Info,public,ephemeral,read-list-preview,,guildID,
pkg/discord/commands/moderation/moderation_commands.go,410,(*massBanCommand).Handle,Info,public,ephemeral,read-list-preview,,guildID,
pkg/discord/commands/moderation/moderation_commands.go,419,(*massBanCommand).Handle,Success,public,public,short-confirmation,,buildMassBanCommandMessage(bannedCount),{count} users were banned.
pkg/discord/commands/moderation/moderation_commands.go,459,(*kickCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,496,(*kickCommand).Handle,Success,public,public,short-confirmation,,"buildKickCommandMessage(targetUsername, reason, truncated)",{user} was kicked. Reason: {reason}.
pkg/discord/commands/moderation/moderation_commands.go,544,(*timeoutCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,590,(*timeoutCommand).Handle,Success,public,public,short-confirmation,,"buildTimeoutCommandMessage(targetUsername, minutes, reason, truncated)",{user} was timed out for {duration}. Reason: {reason}.
pkg/discord/commands/moderation/moderation_commands.go,627,(*muteCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,677,(*muteCommand).Handle,Success,public,public,short-confirmation,,"buildMuteCommandMessage(targetUsername, muteRole, reason, truncated)",{user} was muted with role {role}. Reason: {reason}.
pkg/discord/commands/moderation/moderation_commands.go,717,(*warnCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,762,(*warnCommand).Handle,Success,public,public,short-confirmation,,"buildWarnCommandMessage(targetUsername, warning.CaseNumber, reason, truncated)",{user} was warned. Case {case}. Reason: {reason}.
pkg/discord/commands/moderation/moderation_commands.go,804,(*warningsCommand).Handle,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/moderation/moderation_commands.go,837,(*warningsCommand).Handle,Ephemeral,ephemeral,ephemeral,keep-current-ephemeral,,,
pkg/discord/commands/moderation/moderation_commands.go,837,(*warningsCommand).Handle,Info,ephemeral,ephemeral,read-list-preview,,"buildWarningsCommandMessage(targetUsername, warnings)",Here is the recent warning history for {user}. I'm keeping this private because moderation history should stay private.
pkg/discord/commands/moderation/moderation_commands.go,1107,prepareModerationContext,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1120,prepareModerationContext,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1149,prepareModerationContext,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1165,prepareModerationContext,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1242,canModerateTarget,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1326,resolveRoleTargetMember,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1387,resolveUserDisplayName,Error,public,ephemeral,error-or-detailed,,operation,
pkg/discord/commands/moderation/moderation_commands.go,1492,nextGuildCaseNumber,Error,public,ephemeral,error-or-detailed,,guildID,
pkg/discord/commands/moderation/moderation_commands.go,1671,sendModerationLogForEvent,Error,public,ephemeral,error-or-detailed,,guildID,
pkg/discord/commands/moderation/moderation_commands.go,1772,sendModerationCaseActionLog,Error,public,ephemeral,error-or-detailed,,guildID,
pkg/discord/commands/partner/partner_commands.go,151,(*PartnerAddSubCommand).Handle,Ephemeral,ephemeral,ephemeral,keep-current-ephemeral,,,
pkg/discord/commands/partner/partner_commands.go,151,(*PartnerAddSubCommand).Handle,Success,ephemeral,ephemeral,partner-admin-flow,,content,I added the partner entry and kept this private because it changes the partner board setup for this server.
pkg/discord/commands/partner/partner_commands.go,195,(*PartnerReadSubCommand).Handle,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/partner/partner_commands.go,195,(*PartnerReadSubCommand).Handle,Info,ephemeral,ephemeral,partner-admin-flow,,content,Here are the saved details for that partner entry. I'm keeping this private because it shows the current partner board setup.
pkg/discord/commands/partner/partner_commands.go,287,(*PartnerUpdateSubCommand).Handle,Ephemeral,ephemeral,ephemeral,keep-current-ephemeral,,,
pkg/discord/commands/partner/partner_commands.go,287,(*PartnerUpdateSubCommand).Handle,Success,ephemeral,ephemeral,partner-admin-flow,,content,I updated the partner entry and kept this private because it changes the partner board setup for this server.
pkg/discord/commands/partner/partner_commands.go,329,(*PartnerDeleteSubCommand).Handle,Ephemeral,ephemeral,ephemeral,keep-current-ephemeral,,,
pkg/discord/commands/partner/partner_commands.go,329,(*PartnerDeleteSubCommand).Handle,Success,ephemeral,ephemeral,partner-admin-flow,,"fmt.Sprintf(""I removed partner `%s` and kept this private because it changes the partner board setup for this server."", strings.TrimSpace(name))",I removed partner {partner_name} and kept this private because it changes the partner board setup for this server.
pkg/discord/commands/partner/partner_commands.go,358,(*PartnerListSubCommand).Handle,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/partner/partner_commands.go,358,(*PartnerListSubCommand).Handle,Info,ephemeral,ephemeral,partner-admin-flow,,No partners are configured yet. I'm keeping this private because it reflects the current partner board setup.,No partners are configured yet. I'm keeping this private because it reflects the current partner board setup I'm keeping this reply private because this result is mainly for the person who ran the command.
pkg/discord/commands/partner/partner_commands.go,381,(*PartnerListSubCommand).Handle,Ephemeral,ephemeral,ephemeral,read-list-preview,Partner List,,
pkg/discord/commands/partner/partner_commands.go,382,(*PartnerListSubCommand).Handle,Info,public,ephemeral,partner-admin-flow,,strings.TrimSpace(b.String()),
pkg/discord/commands/partner/partner_commands.go,427,(*PartnerSyncSubCommand).Handle,Ephemeral,ephemeral,ephemeral,keep-current-ephemeral,,,
pkg/discord/commands/partner/partner_commands.go,427,(*PartnerSyncSubCommand).Handle,Success,ephemeral,ephemeral,partner-admin-flow,,I synced the partner board and kept this private because it is an internal admin action.,I synced the partner board and kept this private because it is an internal admin action.
pkg/discord/commands/qotd/questions_list_commands.go,261,(*questionsAddCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf(""Added QOTD question ID %d to deck `%s`."", visibleQuestionID(*created), deck.Name)",QOTD question {question_id} was added to deck {deck}.
pkg/discord/commands/qotd/questions_list_commands.go,416,(*questionsResetCommand).Handle,Info,public,ephemeral,read-list-preview,,"fmt.Sprintf(""No QOTD question states or publish history needed reset in deck `%s`. Question order was unchanged."", deck.Name)",Nothing needed to be reset in deck {deck}. The question order stayed the same.
pkg/discord/commands/qotd/questions_list_commands.go,420,(*questionsResetCommand).Handle,Success,public,public,short-confirmation,,"describeResetDeckResult(result, deck.Name)",
pkg/discord/commands/qotd/questions_list_commands.go,463,(*questionsImportCommand).Handle,EditResponse,custom,ephemeral,error-or-detailed,,describeQuestionsImportError(translateQuestionsImportError(err)),
pkg/discord/commands/qotd/questions_list_commands.go,466,(*questionsImportCommand).Handle,EditResponse,custom,ephemeral,read-list-preview,,"fmt.Sprintf(""No historical QOTD questions matched in <#%s> since %s for deck `%s`."", channelID, startDate, deck.Name)",
pkg/discord/commands/qotd/questions_list_commands.go,469,(*questionsImportCommand).Handle,EditResponse,custom,ephemeral,read-list-preview,,"describeQuestionsImportResult(deck.Name, channelID, result)",
pkg/discord/commands/qotd/questions_list_commands.go,480,describeQuestionsImportError,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/qotd/questions_list_commands.go,499,(*questionsQueueCommand).Handle,Info,public,ephemeral,read-list-preview,,formatAutomaticQueueState(state),
pkg/discord/commands/qotd/questions_list_commands.go,534,(*questionsNextCommand).Handle,Info,public,ephemeral,read-list-preview,,"fmt.Sprintf(""QOTD question ID %d is already the next ready question in deck `%s`."", displayID, deck.Name)",QOTD question {question_id} is already next in deck {deck}.
pkg/discord/commands/qotd/questions_list_commands.go,538,(*questionsNextCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf(""QOTD question ID %d is now the next ready question in deck `%s` and is now listed as ID %d."", displayID, deck.Name, visibleQuestionID(*updated))",QOTD question {question_id} is now queued next in deck {deck}. It now appears as question {visible_id}.
pkg/discord/commands/qotd/questions_list_commands.go,578,(*qotdPublishCommand).Handle,Success,public,public,short-confirmation,,message,
pkg/discord/commands/qotd/questions_list_commands.go,609,(*questionsRemoveCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf(""Removed QOTD question ID %d from deck `%s`."", displayID, deck.Name)",QOTD question {question_id} was removed from deck {deck}.
pkg/discord/commands/qotd/questions_list_commands.go,644,(*questionsRecoverCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf(""Recovered QOTD question ID %d from used to ready in deck `%s`."", displayID, deck.Name)",QOTD question {question_id} was moved back to ready in deck {deck}.
pkg/discord/commands/qotd/questions_list_commands.go,648,(*questionsRecoverCommand).Handle,Success,public,public,short-confirmation,,"fmt.Sprintf(""Recovered QOTD question ID %d from used to ready in deck `%s` and it is now listed as ID %d."", displayID, deck.Name, visibleQuestionID(*updated))",QOTD question {question_id} was moved back to ready in deck {deck}.
pkg/discord/commands/qotd/questions_list_commands.go,681,(*questionsListCommand).HandleComponent,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/qotd/questions_list_commands.go,681,(*questionsListCommand).HandleComponent,Error,ephemeral,ephemeral,error-or-detailed,,Invalid questions list action.,Invalid questions list action I'm keeping this reply private because this result is mainly for the person who ran the command.
pkg/discord/commands/qotd/questions_list_commands.go,684,(*questionsListCommand).HandleComponent,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/qotd/questions_list_commands.go,684,(*questionsListCommand).HandleComponent,Error,ephemeral,ephemeral,error-or-detailed,,questionsListDeniedText,
pkg/discord/commands/qotd/questions_list_commands.go,689,(*questionsListCommand).HandleComponent,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/qotd/questions_list_commands.go,689,(*questionsListCommand).HandleComponent,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/qotd/questions_list_commands.go,689,(*questionsListCommand).HandleComponent,Error,ephemeral,ephemeral,error-or-detailed,,err.Error(),
pkg/discord/commands/qotd/questions_list_commands.go,800,sendQuestionsListResponse,Ephemeral,ephemeral,ephemeral,read-list-preview,,,
pkg/discord/commands/qotd/questions_list_commands.go,802,sendQuestionsListResponse,Custom,custom,ephemeral,read-list-preview,,,
pkg/discord/commands/qotd/questions_list_commands.go,805,sendQuestionsListResponse,InteractionRespond,custom,ephemeral,read-list-preview,,"&discordgo.InteractionResponse{ Type: discordgo.InteractionResponseUpdateMessage, Data: &discordgo.InteractionResponseData{ Embeds: []*discordgo.MessageEmbed{embed}, Comp...",
pkg/discord/commands/qotd/questions_list_commands.go,1207,translateQuestionsMutationError,Error,public,ephemeral,error-or-detailed,,,
pkg/discord/commands/runtime/runtime_config_commands.go,448,(*runtimeSubCommand).Handle,Ephemeral,ephemeral,ephemeral,runtime-admin-flow,,,
pkg/discord/commands/runtime/runtime_config_commands.go,448,(*runtimeSubCommand).Handle,Error,ephemeral,ephemeral,runtime-admin-flow,,"fmt.Sprintf(""I couldn't load the runtime configuration, so I'm keeping this reply private: %v"", err)",I couldn't load the runtime configuration. I'm keeping this reply private because it belongs to an admin session: {error}
pkg/discord/commands/runtime/runtime_config_commands.go,478,(*runtimeSubCommand).Handle,Custom,custom,ephemeral,runtime-admin-flow,,,This panel lets you edit the persisted runtime configuration. I'm keeping it private because it belongs to an admin session.
pkg/discord/commands/runtime/runtime_config_commands.go,1530,respondInteractionWithLog,InteractionRespond,custom,review,custom-response,,resp,
pkg/discord/commands/runtime/runtime_config_policy.go,169,denyRuntimeInteraction,FollowUp,custom,ephemeral,runtime-admin-flow,,message,Only the person who opened this runtime config panel can use it. I'm keeping this reply private because it belongs to that admin session.
pkg/discord/commands/runtime/runtime_config_policy.go,171,denyRuntimeInteraction,Ephemeral,ephemeral,ephemeral,runtime-admin-flow,,,
pkg/discord/commands/runtime/runtime_config_policy.go,171,denyRuntimeInteraction,Error,ephemeral,ephemeral,runtime-admin-flow,,message,Only the person who opened this runtime config panel can use it. I'm keeping this reply private because it belongs to that admin session.
